1,0.2485399999999999,4.4401,0.6055500000000001
2,0.11753248707088,0.5386007301696404,0.1257633414231687
3,0.06822031255496211,0.123329535169011,0.07095190490914442
4,0.041946111702989,0.007526914001090504,0.03628986323668328
5,0.0236681536363369,0.005300604043193572,0.01794626405186981
6,0.01994365000680052,0.00831357978760181,0.02392828408993005
7,0.0180452056880789,0.008347797718773222,0.0213205073092383
8,0.01193514156876668,0.008845575031257411,0.01988833207690726
9,0.01066366112951882,0.009052766799084396,0.01794222910781464
10,0.01068334076440451,0.009074334395084378,0.01754125301121561
